,score,phase,subject,round,block1,block2,block3,dim1,dim2,dim3,dim4,X,dim1_choice_value,dim1_category,Y,dim2_choice_value,dim2_category,Z,dim3_choice_value,dim3_category,T,dim4_choice_value,dim4_category
1406,55.0,P2-only,oct2703,17,"[2122, 3332, 1212]","[1323, 2233, 3113]","[2311, 1131, 3221]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
1407,54.0,P2-only,oct2703,18,"[1113, 3223, 2333]","[1321, 2211, 3131]","[2122, 1232, 3312]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,394.815,5.556,333
1408,53.0,P2-only,oct2703,19,"[3222, 2121, 3113]","[2233, 1211, 2312]","[1323, 1132, 3331]","(2, 3, 3, 1, 2, 2, 1, 1, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",101.481,12.222,222,144.815,55.556,222,135.555,46.296,222,223.33300000000003,34.074,111
1409,69.0,P2-only,oct2703,20,"[3222, 2211, 1233]","[1112, 3131, 2123]","[2332, 1321, 3313]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1410,91.0,P2-only,oct2703,21,"[2121, 1133, 3112]","[2232, 3223, 1211]","[1322, 2313, 3331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1411,93.0,P2-only,oct2703,22,"[1111, 2123, 1233]","[3221, 2212, 3132]","[3313, 2331, 1322]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122
1412,78.0,P2-only,oct2703,23,"[2313, 2122, 1133]","[2231, 3223, 1212]","[3332, 1321, 3111]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 3, 2, 2, 2, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)",33.703,44.444,122,335.92600000000004,46.667,223,223.33300000000003,34.074,111,0.0,10.741,122
1413,81.0,P2-only,oct2703,24,"[3133, 2213, 1111]","[2122, 3221, 1232]","[2331, 3312, 1323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,34.444,45.185,122,14.443999999999999,25.185,122
1414,96.0,P2-only,oct2703,25,"[2123, 1132, 1213]","[3222, 2231, 3111]","[2312, 1321, 3333]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,223.33300000000003,34.074,111,3.333,14.074,122
1415,82.0,P2-only,oct2703,26,"[3133, 2121, 1231]","[2213, 3222, 1112]","[3311, 2332, 1323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,3.333,14.074,122,34.444,45.185,122
1416,86.0,P2-only,oct2703,27,"[2221, 1122, 1213]","[2133, 3111, 3232]","[1331, 2312, 3323]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",43.333,54.074,122,337.03700000000003,47.778,223,32.222,42.963,122,223.33300000000003,34.074,111
1417,79.0,P2-only,oct2703,28,"[3133, 1122, 1313]","[2223, 3212, 2111]","[1231, 2332, 3321]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)",34.444,45.185,122,137.778,48.519,222,26.665999999999997,37.407,122,0.0,10.741,122
1418,93.0,P2-only,oct2703,29,"[2132, 1123, 1212]","[1331, 3233, 2221]","[3322, 3111, 2313]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(2, 2, 3, 1, 1, 3, 1, 2, 3)",46.666,57.407,122,144.815,55.556,222,20.0,30.741,122,12.222000000000001,22.963,122
1419,62.0,P2-only,oct2703,30,"[3133, 2223, 3211]","[1121, 2112, 1232]","[2331, 1313, 3322]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",3.333,14.074,122,337.03700000000003,47.778,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122
1420,82.0,P2-only,oct2703,31,"[1123, 1211, 3233]","[2222, 3112, 2131]","[2313, 1332, 3321]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 1, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",34.444,45.185,122,337.03700000000003,47.778,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122
1421,80.0,P2-only,oct2703,32,"[1121, 3132, 2222]","[2113, 3211, 1233]","[1312, 3323, 2331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,12.222000000000001,22.963,122,32.222,42.963,122
1422,83.0,P2-only,oct2703,33,"[3113, 1122, 2223]","[1211, 3232, 2131]","[2312, 1333, 3321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,32.222,42.963,122,3.333,14.074,122
1423,92.0,P2-only,oct2703,34,"[1122, 1233, 2113]","[3212, 2221, 3131]","[1311, 3323, 2332]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,223.33300000000003,34.074,111,3.333,14.074,122
1424,82.0,P2-only,oct2703,35,"[3113, 2223, 2132]","[1212, 1121, 1333]","[2311, 3231, 3322]","(2, 2, 3, 1, 1, 1, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)",315.555,26.296,223,46.666,57.407,122,223.33300000000003,34.074,111,0.0,10.741,122
1425,100.0,P2-only,oct2703,36,"[1123, 1232, 2112]","[2221, 1311, 3131]","[3322, 2333, 3213]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)",46.666,57.407,122,46.666,57.407,122,223.33300000000003,34.074,111,315.555,26.296,223
1426,20.0,P2-only,oct2704,1,"[2213, 3123, 1333]","[3312, 2132, 1222]","[1111, 3231, 2321]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,389.259,0.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1427,38.0,P2-only,oct2704,2,"[1222, 2112, 3332]","[3213, 1133, 2323]","[2231, 1311, 3121]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,415.92600000000004,26.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1428,69.0,P2-only,oct2704,3,"[1112, 2322, 3232]","[2131, 1221, 3311]","[1333, 2213, 3123]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1429,37.0,P2-only,oct2704,4,"[3121, 1223, 2322]","[1132, 3333, 2231]","[2113, 1311, 3212]","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",415.92600000000004,26.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1430,74.0,P2-only,oct2704,5,"[3311, 1113, 2212]","[2131, 3233, 1332]","[1221, 3122, 2323]","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1431,36.0,P2-only,oct2704,6,"[3333, 1131, 2232]","[2113, 3211, 1312]","[1223, 3122, 2321]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1432,56.0,P2-only,oct2704,7,"[3312, 2323, 1331]","[1222, 2211, 3233]","[1113, 2132, 3121]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
1433,68.0,P2-only,oct2704,8,"[2112, 3211, 3332]","[1222, 1131, 2233]","[2321, 3123, 1313]","(1, 1, 3, 2, 3, 3, 1, 2, 2)","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",132.963,43.704,222,33.703,44.444,122,3.333,14.074,122,24.814999999999998,35.556,122
1434,70.0,P2-only,oct2704,9,"[1112, 2211, 3232]","[3313, 1331, 2133]","[3121, 1223, 2322]","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)",334.815,45.556,223,32.222,42.963,122,223.33300000000003,34.074,111,32.222,42.963,122
1435,64.0,P2-only,oct2704,10,"[3212, 1313, 3331]","[2111, 1132, 2233]","[2322, 3123, 1221]","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",334.815,45.556,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122,3.333,14.074,122
1436,61.0,P2-only,oct2704,11,"[1332, 3313, 1111]","[2212, 3231, 2133]","[2321, 1223, 3122]","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",334.815,45.556,223,223.33300000000003,34.074,111,34.444,45.185,122,14.443999999999999,25.185,122
1437,89.0,P2-only,oct2704,12,"[1312, 2111, 3213]","[3122, 2323, 1221]","[2232, 3331, 1133]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1438,87.0,P2-only,oct2704,13,"[3112, 2311, 2222]","[3323, 1121, 1213]","[3231, 2133, 1332]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",348.148,58.889,223,32.222,42.963,122,12.222000000000001,22.963,122,223.33300000000003,34.074,111
1439,94.0,P2-only,oct2704,14,"[1312, 2111, 3321]","[3213, 2222, 1123]","[2333, 3132, 1231]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",348.148,58.889,223,43.333,54.074,122,223.33300000000003,34.074,111,14.443999999999999,25.185,122
1440,93.0,P2-only,oct2704,15,"[3112, 2311, 3221]","[1322, 1213, 2232]","[2123, 3333, 1131]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",46.666,57.407,122,144.815,55.556,222,3.333,14.074,122,21.481,32.222,122
1441,90.0,P2-only,oct2704,16,"[2212, 3311, 2121]","[3223, 1113, 3132]","[2333, 1322, 1231]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(2, 2, 3, 1, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",46.666,57.407,122,43.333,54.074,122,108.889,19.63,222,26.665999999999997,37.407,122
1442,91.0,P2-only,oct2704,17,"[1212, 2311, 3221]","[1323, 2122, 3332]","[1131, 3113, 2233]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 3, 3, 1, 1, 2)",144.815,55.556,222,144.815,55.556,222,223.33300000000003,34.074,111,108.889,19.63,222
1443,89.0,P2-only,oct2704,18,"[2211, 3312, 1321]","[1113, 2122, 2333]","[1232, 3131, 3223]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(2, 3, 3, 1, 1, 3, 1, 2, 2)",46.666,57.407,122,43.333,54.074,122,24.814999999999998,35.556,122,101.852,12.593,222
1444,100.0,P2-only,oct2704,19,"[2121, 2312, 1211]","[3113, 3222, 3331]","[1323, 1132, 2233]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,46.666,57.407,122,328.889,39.63,223,223.33300000000003,34.074,111
1445,57.0,P2-only,oct2705,1,"[2213, 3231, 3123]","[3312, 1333, 1222]","[2132, 1111, 2321]","(1, 2, 2, 2, 3, 3, 1, 1, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 3, 1, 2, 2)","(1, 3, 3, 2, 2, 3, 1, 1, 2)",130.37,41.111,222,223.33300000000003,34.074,111,101.852,12.593,222,111.111,21.852,222
1446,75.0,P2-only,oct2705,2,"[1311, 2112, 3213]","[2231, 1133, 3332]","[1222, 3121, 2323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1447,80.0,P2-only,oct2705,3,"[2213, 1112, 1221]","[2131, 1333, 3311]","[3232, 3123, 2322]","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",32.222,42.963,122,145.185,55.926,222,46.666,57.407,122,25.185000000000002,35.926,122
1448,80.0,P2-only,oct2705,4,"[2113, 1311, 3212]","[1132, 2231, 2322]","[3121, 3333, 1223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",223.33300000000003,34.074,111,356.29600000000005,67.037,223,24.814999999999998,35.556,122,24.814999999999998,35.556,122
1449,37.0,P2-only,oct2705,5,"[1221, 3122, 2323]","[2131, 1332, 3233]","[3311, 1113, 2212]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,415.92600000000004,26.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
1450,40.0,P2-only,oct2705,6,"[1312, 3211, 2321]","[1131, 3333, 2232]","[2113, 1223, 3122]","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 1, 2, 3, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)",0.0,10.741,122,341.85200000000003,52.593,223,223.33300000000003,34.074,111,46.666,57.407,122
1451,84.0,P2-only,oct2705,7,"[3312, 1113, 2211]","[2132, 2323, 1222]","[3233, 1331, 3121]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",223.33300000000003,34.074,111,357.778,68.519,223,24.814999999999998,35.556,122,21.481,32.222,122
1452,83.0,P2-only,oct2705,8,"[2112, 3211, 3123]","[2233, 1222, 3332]","[1131, 2321, 1313]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",144.815,55.556,222,43.333,54.074,122,0.0,10.741,122,21.481,32.222,122
1453,84.0,P2-only,oct2705,9,"[3313, 2211, 1112]","[3232, 2133, 1223]","[3121, 2322, 1331]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",24.814999999999998,35.556,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,20.0,30.741,122
1454,79.0,P2-only,oct2705,10,"[2111, 3212, 1313]","[3331, 2322, 3123]","[2233, 1132, 1221]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",21.852000000000004,32.593,122,357.778,68.519,223,20.0,30.741,122,223.33300000000003,34.074,111
1455,63.0,P2-only,oct2705,11,"[3313, 1111, 3231]","[1332, 2133, 3122]","[2321, 1223, 2212]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 3, 2, 3, 3, 1, 2, 2)","(1, 3, 3, 1, 2, 3, 1, 2, 2)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",25.185000000000002,35.926,122,132.963,43.704,222,12.963000000000001,23.704,122,34.444,45.185,122
1456,86.0,P2-only,oct2705,12,"[2111, 3213, 3122]","[2232, 1312, 3331]","[1221, 1133, 2323]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",43.333,54.074,122,145.185,55.926,222,0.0,10.741,122,24.814999999999998,35.556,122
1457,53.0,P2-only,oct2705,13,"[2311, 3112, 3323]","[3231, 1332, 2222]","[1213, 2133, 1121]","(1, 3, 3, 2, 2, 3, 1, 1, 2)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",111.111,21.852,222,43.333,54.074,122,0.0,10.741,122,24.814999999999998,35.556,122
1458,80.0,P2-only,oct2705,14,"[2111, 3213, 2222]","[2333, 3132, 1312]","[1231, 3321, 1123]","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(2, 2, 3, 1, 2, 3, 1, 1, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",32.222,42.963,122,145.185,55.926,222,10.370000000000001,21.111,122,21.481,32.222,122
1459,77.0,P2-only,oct2705,15,"[3112, 2311, 3221]","[2232, 1131, 1213]","[1322, 2123, 3333]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)",24.814999999999998,35.556,122,145.185,55.926,222,3.333,14.074,122,46.666,57.407,122
1460,67.0,P2-only,oct2705,16,"[3311, 3223, 2212]","[3132, 2333, 1113]","[1322, 2121, 1231]","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",12.222000000000001,22.963,122,145.185,55.926,222,0.0,10.741,122,20.0,30.741,122
1461,86.0,P2-only,oct2705,17,"[1212, 2122, 3113]","[3332, 2233, 2311]","[1323, 1131, 3221]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(2, 2, 3, 1, 2, 3, 1, 1, 3)",43.333,54.074,122,145.185,55.926,222,21.481,32.222,122,10.370000000000001,21.111,122
1462,89.0,P2-only,oct2705,18,"[1113, 2211, 2122]","[2333, 3131, 3223]","[1232, 1321, 3312]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 2, 3, 3, 1, 1, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",46.666,57.407,122,43.333,54.074,122,130.37,41.111,222,21.852000000000004,32.593,122
1463,92.0,P2-only,oct2705,19,"[3113, 1211, 2121]","[3331, 2312, 3222]","[1323, 1132, 2233]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 3, 1, 2, 2, 2, 3, 3)",43.333,54.074,122,46.666,57.407,122,20.0,30.741,122,137.778,48.519,222
1464,100.0,P2-only,oct2705,20,"[1112, 2211, 2123]","[3131, 3313, 3222]","[2332, 1233, 1321]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,46.666,57.407,122,328.889,39.63,223,223.33300000000003,34.074,111
1465,43.0,P1,oct2801,1,"[223, 332, 111]","[133, 122, 231]","[212, 321, 313]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,20.0,30.741,122,223.33300000000003,34.074,111,26.665999999999997,37.407,122,,,
1466,69.0,P1,oct2801,2,"[221, 122, 323]","[311, 113, 212]","[131, 233, 332]","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1467,90.0,P1,oct2801,3,"[211, 313, 112]","[223, 322, 121]","[133, 232, 331]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1468,20.0,P1,oct2801,4,"[232, 333, 131]","[322, 221, 123]","[213, 311, 112]","(3, 3, 3, 2, 2, 2, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,389.259,0.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
1469,77.0,P1,oct2801,5,"[121, 331, 211]","[233, 323, 113]","[312, 222, 132]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,,,
